Number of measurement points: 29618
Sample Rate (Hz): 600
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	0.0333123705349863	1.77509605837986
1	0.00166666666666667	-0.0375442143995315	1.77509605837986
2	0.00333333333333333	-0.0388325159437954	1.77380775683559
3	0.005	-0.0336793097667396	1.77380775683559
4	0.00666666666666667	-0.0349676113110036	1.77251945529133
5	0.00833333333333333	-0.0323910082224756	1.77380775683559
6	0.01	-0.0349676113110036	1.77509605837986
7	0.0116666666666667	-0.0323910082224756	1.77767266146839
8	0.0133333333333333	-0.0285261035896838	1.77767266146839
9	0.015	-0.0323910082224756	1.77767266146839
10	0.0166666666666667	-0.0375442143995315	1.77767266146839
11	0.0183333333333333	-0.0311027066782117	1.77638435992412
12	0.02	-0.0349676113110036	1.77509605837986
13	0.0216666666666667	-0.0401208174880594	1.77380775683559
14	0.0233333333333333	-0.0401208174880594	1.77380775683559
15	0.025	-0.0401208174880594	1.77380775683559
16	0.0266666666666667	-0.0414091190323234	1.77380775683559
17	0.0283333333333333	-0.0388325159437954	1.77380775683559
18	0.03	-0.0375442143995315	1.77509605837986
19	0.0316666666666667	-0.0401208174880594	1.77767266146839
20	0.0333333333333333	-0.0336793097667396	1.77767266146839
21	0.035	-0.0336793097667396	1.77767266146839
22	0.0366666666666667	-0.0362559128552675	1.77767266146839
23	0.0383333333333333	-0.0336793097667396	1.77767266146839
24	0.04	-0.0388325159437954	1.77509605837986
25	0.0416666666666667	-0.0375442143995315	1.77380775683559
26	0.0433333333333333	-0.0388325159437954	1.77380775683559
27	0.045	-0.0349676113110036	1.77380775683559
28	0.0466666666666667	-0.0349676113110036	1.77380775683559
29	0.0483333333333333	-0.0401208174880594	1.77380775683559
30	0.05	-0.0336793097667396	1.77509605837986
31	0.0516666666666667	-0.0349676113110036	1.77767266146839
32	0.0533333333333333	-0.0336793097667396	1.77767266146839
33	0.055	-0.0323910082224756	1.77767266146839
34	0.0566666666666667	-0.0285261035896838	1.77767266146839
35	0.0583333333333333	-0.0311027066782117	1.77767266146839
36	0.06	-0.0375442143995315	1.77638435992412
37	0.0616666666666667	-0.0323910082224756	1.77380775683559
38	0.0633333333333333	-0.0362559128552675	1.77380775683559
39	0.065	-0.0401208174880594	1.77380775683559
40	0.0666666666666667	-0.0336793097667396	1.77380775683559
41	0.0683333333333333	-0.0362559128552675	1.77380775683559
42	0.07	-0.0349676113110036	1.77509605837986
43	0.0716666666666667	-0.0323910082224756	1.77767266146839
44	0.0733333333333333	-0.0311027066782117	1.77767266146839
45	0.075	-0.0298144051339477	1.77767266146839
46	0.0766666666666667	-0.0336793097667396	1.77767266146839
47	0.0783333333333333	-0.0336793097667396	1.77638435992412
48	0.08	-0.0336793097667396	1.77638435992412
49	0.0816666666666667	-0.0311027066782117	1.77380775683559
50	0.0833333333333333	-0.0375442143995315	1.77380775683559
51	0.085	-0.0375442143995315	1.77251945529133
52	0.0866666666666667	-0.0388325159437954	1.77380775683559
53	0.0883333333333333	-0.0298144051339477	1.77380775683559
54	0.09	-0.0349676113110036	1.77509605837986
55	0.0916666666666667	-0.0349676113110036	1.77767266146839
56	0.0933333333333333	-0.0323910082224756	1.77767266146839
57	0.095	-0.0311027066782117	1.77767266146839
58	0.0966666666666667	-0.0336793097667396	1.77767266146839
59	0.0983333333333333	-0.0362559128552675	1.77638435992412
60	0.1	-0.0298144051339477	1.77638435992412
61	0.101666666666667	-0.0401208174880594	1.77380775683559
62	0.103333333333333	-0.0388325159437954	1.77380775683559
63	0.105	-0.0362559128552675	1.77380775683559
64	0.106666666666667	-0.0336793097667396	1.77251945529133
65	0.108333333333333	-0.0349676113110036	1.77380775683559
66	0.11	-0.0311027066782117	1.77509605837986
67	0.111666666666667	-0.0388325159437954	1.77638435992412
68	0.113333333333333	-0.0336793097667396	1.77767266146839
69	0.115	-0.0285261035896838	1.77767266146839
70	0.116666666666667	-0.0349676113110036	1.77767266146839
71	0.118333333333333	-0.0362559128552675	1.77638435992412
72	0.12	-0.0336793097667396	1.77638435992412
73	0.121666666666667	-0.0336793097667396	1.77380775683559
74	0.123333333333333	-0.0401208174880594	1.77251945529133
75	0.125	-0.0362559128552675	1.77380775683559
76	0.126666666666667	-0.0362559128552675	1.77251945529133
77	0.128333333333333	-0.0401208174880594	1.77380775683559
78	0.13	-0.0323910082224756	1.77509605837986
79	0.131666666666667	-0.0323910082224756	1.77767266146839
80	0.133333333333333	-0.0349676113110036	1.77767266146839
81	0.135	-0.0362559128552675	1.77767266146839
82	0.136666666666667	-0.0323910082224756	1.77638435992412
83	0.138333333333333	-0.0362559128552675	1.77767266146839
84	0.14	-0.0375442143995315	1.77509605837986
85	0.141666666666667	-0.0362559128552675	1.77380775683559
86	0.143333333333333	-0.0388325159437954	1.77251945529133
87	0.145	-0.0388325159437954	1.77251945529133
88	0.146666666666667	-0.0349676113110036	1.77380775683559
89	0.148333333333333	-0.0375442143995315	1.77380775683559
90	0.15	-0.0401208174880594	1.77509605837986
91	0.151666666666667	-0.0388325159437954	1.77767266146839
92	0.153333333333333	-0.0311027066782117	1.77767266146839
93	0.155	-0.0375442143995315	1.77767266146839
94	0.156666666666667	-0.0311027066782117	1.77767266146839
95	0.158333333333333	-0.0349676113110036	1.77767266146839
96	0.16	-0.0388325159437954	1.77638435992412
97	0.161666666666667	-0.0375442143995315	1.77380775683559
98	0.163333333333333	-0.0362559128552675	1.77251945529133
