,2,3
0,0.0607336421962827,-14.74119925253514
0,0.0607336421962827,-14.753239453883365
0,0.0697517530061305,-14.78936005792813
0,0.0645985468290746,-14.753239453883365
0,0.0607336421962827,-14.74119925253514
0,0.0633102452848107,-14.78936005792813
0,0.0645985468290746,-14.777319856579906
0,0.0594453406520188,-14.74119925253514
0,0.0633102452848107,-14.777319856579906
0,0.0581570391077548,-14.78936005792813
0,0.0607336421962827,-14.74119925253514
0,0.0620219437405467,-14.753239453883365
0,0.0581570391077548,-14.78936005792813
0,0.0581570391077548,-14.753239453883365
0,0.0607336421962827,-14.74119925253514
0,0.0633102452848107,-14.777319856579906
0,0.0658868483733386,-14.777319856579906
0,0.0568687375634909,-14.74119925253514
0,0.0658868483733386,-14.777319856579906
0,0.0581570391077548,-14.777319856579906
0,0.0568687375634909,-14.74119925253514
0,0.0581570391077548,-14.74119925253514
0,0.0607336421962827,-14.78936005792813
0,0.0607336421962827,-14.753239453883365
0,0.0568687375634909,-14.74119925253514
0,0.0607336421962827,-14.777319856579906
0,0.0658868483733386,-14.777319856579906
0,0.0581570391077548,-14.74119925253514
0,0.0568687375634909,-14.777319856579906
0,0.0581570391077548,-14.78936005792813
0,0.0568687375634909,-14.74119925253514
0,0.0658868483733386,-14.753239453883365
0,0.0620219437405467,-14.78936005792813
0,0.0607336421962827,-14.753239453883365
0,0.0581570391077548,-14.74119925253514
0,0.0568687375634909,-14.777319856579906
0,0.0594453406520188,-14.76527965523159
0,0.0581570391077548,-14.729159051186821
0,0.0620219437405467,-14.753239453883365
0,0.0607336421962827,-14.753239453883365
0,0.0581570391077548,-14.70507864849028
0,0.0581570391077548,-14.70507864849028
0,0.0645985468290746,-14.729159051186821
0,0.0633102452848107,-14.68099824579383
0,0.0555804360192269,-14.65691784309729
0,0.0607336421962827,-14.68099824579383
0,0.0607336421962827,-14.65691784309729
0,0.0581570391077548,-14.608757037704205
0,0.0594453406520188,-14.644877641749066
0,0.0620219437405467,-14.644877641749066
0,0.0568687375634909,-14.584676635007757
0,0.0555804360192269,-14.57263643365944
0,0.0658868483733386,-14.584676635007757
0,0.0581570391077548,-14.548556030962896
0,0.0555804360192269,-14.512435426918131
0,0.0620219437405467,-14.536515829614672
0,0.0633102452848107,-14.512435426918131
0,0.0581570391077548,-14.46427462152514
0,0.0581570391077548,-14.500395225569907
0,0.0607336421962827,-14.476314822873364
0,0.0594453406520188,-14.428154017480281
0,0.0594453406520188,-14.428154017480281
0,0.0633102452848107,-14.452234420176822
0,0.0568687375634909,-14.392033413435513
0,0.0594453406520188,-14.37999321208729
0,0.0594453406520188,-14.404073614783831
0,0.0594453406520188,-14.367953010738972
0,0.0568687375634909,-14.331832406694206
0,0.0594453406520188,-14.343872608042522
0,0.0620219437405467,-14.343872608042522
0,0.0568687375634909,-14.271631399952897
0,0.0633102452848107,-14.283671601301213
0,0.0594453406520188,-14.29571180264944
0,0.0594453406520188,-14.247550997256356
0,0.0607336421962827,-14.211430393211588
0,0.0620219437405467,-14.235510795908132
0,0.0671751499176025,-14.211430393211588
0,0.0542921344749629,-14.175309789166823
0,0.0620219437405467,-14.187349990515047
0,0.0633102452848107,-14.175309789166823
0,0.053003832930699,-14.115108782425514
0,0.0568687375634909,-14.115108782425514
